0.765590785312568,Percent of Students with High Needs
0.109879047197488,Percent of students who are Male
0.034223295937203,Average Salary
0.025450906732734,Number of Students Enrolled in Grade 11
0.018336628211047,Percent of Students who are Economically Disadvantaged
0.009600244794022,Average In-District Expenditures per Pupil
0.008910166396233,Percent of Families with an Income between $35000 and $49999
0.006893003935489,Percent of Population over 25 whose highest level of education is an Associate's Degree
0.004063182133768,Percent of Housing Units Lacking Telephone Service
0.003735921554805,Percent of Females over 16 that are have Never Married
