0.3270397488792569,Percent of Students with High Needs
0.28777115272026715,Percent of Students who are Economically Disadvantaged
0.09406544845599764,Percent of Students who are Hispanic
0.060137694856397736,Percent of Students who are Asian
0.010824567970924485,Percent of Students with Disabilities
0.009126627352584555,Percent of Students who are White
0.00815207387442648,"Percent of Multi-Racial, Non-Hispanic Students"
0.006762233820684818,Percent of students who are Male
0.0064737496454706535,School Code
0.005522214710308631,Percent of Population over 25 whose highest level of education is an Associate's Degree
