0.585536764239581,Percent of Students who are Economically Disadvantaged
0.04050387960082584,School Accountability and Assistance Level
0.031901632652434044,School Accountability and Assistance Level
0.020488697211683327,Percent of Students who are African American
0.016784530062286685,Percent of Students who are Hispanic
0.016606244892414346,Percent of Students with High Needs
0.016084509250955913,Percent of Students with Disabilities
0.015080327496007998,Percent of Population Aged between 35 and 44 years
0.011214062626394839,Percent of Student whose First Language is Not English
0.01037561272027811,Total Number of Students Enrolled
