0.3311214674602326,Percent of Students with High Needs
0.15114598756304898,Percent of Students with Disabilities
0.14165092158261192,Percent of Students who are Economically Disadvantaged
0.07056350160688289,Average Class Size
0.055551820971917555,Total Number of Students Enrolled
0.054121230854723305,Percent of students who are Male
0.018285928931400967,District Accountability and Assistance Level
0.01315580999492865,Percent of Students who are Asian
0.01224560752774924,School Accountability and Assistance Level
0.009020243557760415,Percent of Students who are Hispanic
